Question,Answer,Category
"Alodokter, bayi saya perempuan full asi umur 2 bulan mengeluarkan feses yang berlendir dan kental?. Awalnya mengeluarkan feses berwarna kuning dan berbiji namun di akhirnya mengeluarkan pup berlendir dan kental. Menurut dokter, apa yang terjadi dengan bayi saya? Apakah itu normal? Sebelumnya memang bayi saya demam tinggi dan sempat meminum obat, saat ini juga perutnya masih kembung. Apa ada kaitannya dengan halhal tersebut dok? Terima kasih","Feses bayi bisa berlendir dan kental disertai demam dan perut kembung biasanya karena infeksi di sistem pencernaan, misalnya karena parasit, virus, atau juga bakteri. Selain infeksi, keluhan yang bayi Anda alami bisa juga menandakan keracunan makanan, sindrom iritasi usus, intoleransi laktosa, penyakit Crohn, alergi makanan, kolitis ulseratif, dan banyak lagi gangguan medis lainnya.

Kondisi ini sepatutnya dievaluasi secara obyektif, yakni melalui pemeriksaan fisik atau penunjang (seperti tes darah, tes feses, USG) oleh dokter. Oleh karenanya, jangan tunda lagi, periksakanlah bayi Anda ke fasilitas kesehatan terdekat agar mendapat penanganan tepat ya..

Sementara ini, langkah awal yang sebaiknya Anda lakukan yakni:

Lanjut susui bayi Anda ASI, jangan dulu ditambahkan makanan dan minuman lain sebelum usianya genap 6 bulan
Sebelum dan sehabis menyusui bayi, cuci dulu tangan Anda dengan sabun, bersihkan juga payudara dan rongga mulut bayi Anda
Jaga lingkungan sekitar bayi agar bersih
Rajin memandikan bayi, mencuci tangannya, dan memotong pendek kukunya
Tidak panik atau memberi bayi sembarang obat dan herba selain dari dokter",kesehatananak
"Alodokter, dok bayi usia 4 bulan klo posisi tidur suara napasnya bunyi dok dan tidurnya gelisah. sering batuk tersengal sengal. apakah itu tanda bayi saya sesak napas dok?","Napas bayi yang berbunyi saat tidur, disertai batukbatuk tersengalsengal dan tidurnya pun tidak nyenyak tidak selalu menandakan bayi yang sesak napas. Lebih umum, sesak pada bayi bisa dicirikan dengan beberapa kondisi berikut:

Frekuensi napas yang meningkat (untuk bayi usia 012 bulan normalnya berkisar antara 3060 kali permenit)
Tampak pergerakan otototot pernapasan tambahan, seperti kembang kempisnya cuping hidung, otot leher dan iga yang tertarik ke dalam
Gelisah, sulit tidur, sulit menyusu
Berkeringat berlebihan, kulitnya bisa tampak pucat, dingin, dan basah
Terdengar suara napas tambahan, seperti ronchi (mengorok) atau wheezing (mengi)
Menilai apakah bayi Anda mengalami sesak atau tidak perlu dilakukan secara obyektif. Terlebih lagi, keluhan yang bayi Anda alami bisa sangat banyak kemungkinan penyebabnya, misalnya karena asma, bronkhitis, bronkhiolitis, pneumonia, bronkhopneumonia, laryngopharyngeal reflux disease, penyakit jantung bawaan, dan sebagainya. Jadi, sebaiknya Anda periksakanlah dulu ia ke dokter di fasilitas kesehatan terdekat untuk mendapat penanganan optimal ya..

Sembari itu, yang bisa Anda lakukan yakni:

Pastikan bayi cukup beristirahat
Sediakan tempat istirahat yang nyaman, bersih, baik sirkulasi udara dan pencahayaannya, jauh dari perokok dan orang yang sedang mengalami sakit pernapasan menular
Jauhkan bayi dari asap, debu, udara kering, dingin, dan hal yang bisa membuatnya alergi
Susui bayi Anda ASI, jangan dulu beri tambahan makanan dan minuman lain tanpa arahan dokter
Pastikan orang di sekitar bayi dalam kondisi sehat dan bersih
Rajin menjemur bayi di bawah sinar matahari pagi atau sore agar pernapasannya lebih lega dan imunitasnya pun kuat
Tidak sembarangan memberi bayi obat atau herba
Semoga membantu ya..",kesehatananak
"Dok mau bertanya, bagaimana cara menghilangkan bruntusan di wajah bayi...? Mohon jawaban nya dok,,, terimakasih...:))","Bruntusan ialah masalah kulit yang ditandai dengan munculnya jerawat atau bintikbintik kecil berwarna merah dan terasa gatal dimana masalah kulit ini bisa dialami siapa saja termasuk bayi. Bruntusan pada bayi bisa disebabkan karena biang keringat dimana adanya penyumbatan pada poripori kulit bayi akibatnya keringat tidak bisa keluar dan terjebak di dalam lapisan kulit sehingga akhirnya mengakibatkan munculnya bintikbintik merah pada permukaan kulit. Selain akibat biang keringat bruntusan pada bayi juga bisa disebabkan karena eksim penyebabnya secara umum belum diketahui secara pasti namun ada dugaan kondisi ini berkaitan dengan faktor genetik.

Untuk mengatasi bruntusan pada bayi ibu secara mandiri yang bisa dilakukan ialah :

Letakan bayi ditempat yang sejuk
Kenakan pakaian menyerap keringat dan tidak ketat
Oleskan krim khusus rash yang dapat ibu beli di apotik dan toko baby yang bisa dioleskan di wajah
Jika bruntusan dialami oleh bayi semakin banyak, bayi menjadi rewel atau tidak kunjung hilang maka bisa temui dokter anak secara langsung",kesehatananak
"dok mau bertanya, apa penyebab bayi bisu dan bagaimana ciri ciri nya? mohon penjelasan nya ya dok,,, thanks dokter ^_^","Bisu pada bayi penyebabnya ada beragam hal seperti :

Adanya gangguan atau masalah di pita suara
Ada masalah atau gangguan pada laring
Gangguan pendengaran
Untuk lebih memastikan penyebabnya apa perlu pemeriksaan lebih lanjut ke dokter anak, umumnya bayi dicurigai mengalami bisu jika ia tidak menangis atau seperti mute cry, saat mendengar suara keras bayi tidak terkejut atau tidak menoleh. Sebaiknya saran saya jika anak curigai mengalami gangguan komunikasi dimana anak tidak mendengar atau tidak dapat berbicara maka segera temui dokter anak untuk mendapatkan dan pemeriksaan dan penanganan lebih lanjut dengan tepat.

Semoga dapat membantu",kesehatananak
"Ijin bertanya dok, dok anak saya umur 3 tahun tinggi & berat badan tidak naik2 padahal dari lahir sampe usia 2 taun lebih kenaikan berat badan sama tinggi badannya bagus. takutnya stunting, ini dokter, dan cara mengatasi stunting bagaimana dokter?","Stunting ialah suatu kondisi gangguan pertumbuhan dan perkembangan anak akibat kekurangan gizi dalam jangka pajang. Stunting ditandai dengan tinggi anak yang lebih pendek dari pada standar usianya. meski begitu perlu diketahui bahwa anak yang tinggi badannya dibawah ratarata belum tentu mengalami kekurangan gizi. Hal ini karena tinggi badan dapat dipengaruhi oleh faktor genetik, jadi bila kedua orang tua berpostur tubuh pendek anak juga bisa memiliki kondisi yang sama. Selain itu perkembangan anak yang stunting biasanya terlambat signifikan.

Penyebab utama stunting ialah malnutrisi dalam jangka panjang, beberapa kondisi yang bisa menyebabkan anak kekurangan nutrisi seperti ibu mengalami malnutrisi atau terserang infeksi selama hamil, anak tidak mendapatkan ASI, kualitas gizi MPASI yang kurang, mengalami penyakit tertentu. Gejala stunting umumnya bisa terlihat saat anak berusia 2 tahun, untuk kondisi anak ibu saya tidak bisa menegakan itu stunting atau tidak karena perlunya pengukuran berat dan tinggi badan serta pemeriksaan oleh dokter, jika bunda merasa khawatir bisa bawa anak ke posyandu terdekat atau puskesemas untuk menghitung tinggi badan anak bunda dan memasukannya ke kurva pertumbuhan. Untuk meningkatkan tinggi dan berat badan anak tentu dengan pemberian asupan nutrisi yang bergizi berupa makanan kaya protein hewani yang utama.",kesehatananak
"Dok saya kan punya tetangga ya, anaknya tetangga saya itu pendek. Terus kata orang posyandu anaknya tetangga saya itu stunting dok. Sebenarnya apa saja sih dok faktor penyebab anak jadi stunting terus gimana cara membedakan anak itu stunting dan pendek dok","Stunting ialah suatu kondisi gangguan pertumbuhan dan perkembangan anak akibat kekurangan gizi dalam jangka panjang. Penyebab utama stunting ialah malnutrisi dalam jangka panjang yang dilami oleh ibu saat hamil atau saat anak pada masa pertumbuhannya. Ada beberapa kondisi yang menyebabkan anak kekurangan nutrisi yaitu :

Ibu mengalami malnutrisi atau terserang infeksi selama hamil
Anak tidak mendapatkan ASI eksklusif
Kualitas gizi MPASI yang kurang
Anak menderita infeksi kronis seperti TBC atau cacingan
Gejala stunting umumnya bisa terlihat saat anak usia 2 tahun, namun hal ini sering tidak disadari, tanda dan gejala anak mengalami stunting ialah tinggi badan anak lebih pendek daripada tinggi badan anak seusianya. Untuk menengakan diagnosis pastinya ialah dengan melakukan pemeriksaan ke dokter di puskesmas atau posyandu dengan cara mengukur tinggi badan dan berat badan lalu dimasukan ke dalam kurva di buku KIA jika berada dibawah garis merah 2SD anak dapat diduga mengalami stunting, serta perkembangannya juga terlambat dan mudah sakit. jadi tidak bisa didiagnosis hanya dari penampakan anak saja harus diperiksa lebih lanjut, maka sangat perlu anak rutin ke posyandu untuk melakukan pemantuan tahap tumbuh kembang anak sehingga bisa dicegah dan ditangani.",kesehatananak
"Dok anak saya lebih pendek dari pada anak seusia nya. Apakah stunting dok? dulu saya pernah konsul ke dsa, katanya belum tentu stunting karena genetik dari orang tuanya memang pendek dok.. dan anak saya masih dalam masa perkembangan. saya takut kalau anak saya stunting dok. Sebenarnya dampak stunting jangka panjang itu apa sih dok?","Postur tubuh anak yang lebih pendek ketimbang anak sepantarannya memang tidak hanya bisa disebabkan oleh stunting, melainkan bisa juga murni karena pengaruh keturunan atau juga faktor lain, seperti kelainan genetik (misalnya Down syndrome, Turner syndrome, PraderWilli syndrome, Russell syndrome), gangguan hormon (misalnya hipotiroidisme), gangguan peradangan (misalnya penyakit Crohn, kistik fibrosis), infeksi kronis (misalnya tuberkulosis, cacingan), ganggguan tulang (misalnya akondroplasia, riketsia), dan sebagainya.

Stunting sendiri adalah sautu kondisi dimana tumbuh kembang anak terhambat dikarenakan kekurangan gizi jangka panjang. Biasanya, kondisi ini rentan terjadi pada anak yang tidak mendapat ASI eksklusif, tidak mendapat MPASI dengan gizi seimbang, terlahir dari ibu yang mengalami malnutrisi atau infeksi selama hamil, juga menderita penyakit tertentu, seperti sindrom malabsorpsi, penyakit jantung bawaan, dan sebagainya. Seringnya, stunting sudah bisa diamati gejalanya saat usia 2 tahun. Selain tinggi badan yang lebih pendek, anak dengan stunting juga kerap mengalami kesulitan dalam meningkatkan berat badan, perkembangan terlambat, kurang aktif, sering lemas, atau mudah sakit. Lebih lanjut, jika tidak segera ditangani, stunting bisa membuat postur tubuh anak bertahan pendek hingga dewasa, mengganggu perkembangan otaknya, menurunkan prestasi belajarnya, membuat anak mudah sakit, dan meningkatkan juga risikonya mengalami gangguan metabolik seperti diabetes dan obesitas.

Yang tepat untuk membedakan stunting atau bukan tentulah dokter yang memeriksa langsung. Jika Anda sudah memeriksakan anak Anda ke dokter dan dinyatakan perlu diobservasi berkala, maka baiknya turutilah saran beliau. Sembari itu, kondisi anak Anda bisa diperbaiki dengan:

Beri ia makanan bergizi seimbang, terutama yang mengandung tinggi kalori, protein, lemak, zat besi, vitamin A, yodium, kalsium, dan zinc
Beri ia ASI jika usianya masih belum genap 2 tahun
Jaga selalu kebersihan tubuh anak dan lingkungan sekitarnya
Beri ia imunisasi lengkap
Jauhkan anak dari perokok dan orang yang sedang sakit menular
Rutin mengontrol status kesehatan anak ke fasilitas kesehatan terdekat
Semoga membantu ya..",kesehatananak
"Anak teman saya ada yg dinyatakan mengalami stunting atau gagal tumbuh di usianya yg masuk 2 tahun dok, kira"" apa saja dampak jangka pendek anak yg mengalami stunting dok?","Stunting ialah suatu kondisi gangguan pertumbuhan dan perkembangan anak akibat kekurangan gizi dalam jangak panjang. Stunting bisa disebabkan oleh malnutrisi yang dialami ibu saat hamil atau anak pada masa pertumbuhannya. Stunting ditandai dengan tinggi anak yang lebih pendek daripada standar usianya. Jumlah kasus stunting di indonesia masih tergolong tinggi oleh karena itu stunting menjadi masalah yang harus ditangani dan dicegah.

Penyebab utama stunting ialah malnutrisi kronis yaitu ibu mengalami malnutrisi atau terserang infeksi selama hamil, anak tidak mendapatkan ASI eksklusif, kualitas gizi MPASI yang kurang, anak menderita infeksi kronis seperti cacingan atau TBC. Gejala stunting umumnya bisa terlihat saat anak berusia 2 tahun namun hal ini sering tidak disadari. ada beberapa tanda dan gejalanya yaitu :

Tinggi badan anak lebih pendek daripada tinggi badan anak usianya
Berat badan tidak meningkat secara konsisten
Tahap perkembangan yang terlambat
Sering lemas
Mudah terserang penyakit
Mengatasi stunting harus sesuai penyebabnya, keberhasilan pengobatan pada anak sangat bergantung pada upaya orangtua dan keluarga. Jika stunting tidak ditangani maka akan menyebabkan dampak jangka panjang pada kesehatan anak seperti :

Gangguan perkembangan otak yang menganggu proses belajar dan menurunkan presetasi anak ke depannya
Sering sakit atau mudah terkena infeksi
Maka cegah stunting dan konsultasi dengan dokter jika anak tampak pertumbuhannya berbeda dengan anak seusianya.

",kesehatananak
"Dok, saya abis dapet penyuluhan dari posyandu balita, katanya anak saya yg umur 18 bulan ada gejala menuju ke stunting dok, apa sebetulnya yg dimaksud stunting itu dok? bagaimana agar anak saya tidak terkena stunting tsb?","Stunting adalah suatu kondisi dimana tinggi badan anak lebih pendek ketimbang standar usianya. Kondisi ini terjadi karena malnutrisi (kurang gizi) jangka panjang, yakni sejak dalam kandungannya hingga di tahuntahun pertama kehidupannya. Umumnya, risiko stunting akan meningkat apabila ibu berperawakan pendek, memiliki tingkat pendidikan rendah, hidup di tengah kemiskinan atau area bersanitasi buruk. Anak yang mengalami penelantaran, tidak mendapat ASI eksklusif, mendapat MPASI berkualitas buruk, atau mengalami penyakit seperti tuberkulosis, penyakit jantung bawaan, sindrom malabsorpsi, penyakit jantung bawaan, anemia, dan sebagainya juga berisiko tinggi mengalami stunting.

Jika benar anak Anda dikhawatirkan mengalami stunting, segeralah Anda berkonsultasi dengan dokter agar diarahkan penanganan terbaiknya. Tes darah, tes urin, tes feses, rontgen, tes mantoux, atau tes penunjang lain bisa juga dokter lakukan sebelum memberi penanganan yang tepat. Beberapa jenis obat, suplemen, dan modalitas terapi lain bisa dokter lakukan nantinya untuk anak Anda.

Adapun langkah yang bisa Anda lakukan saat ini ialah:

Susui anak Anda ASI hingga usianya genap 2 tahun atau lebih
Tingkatkan kualitas ASI Anda dengan menjalani pola makan bergizi seimbang, perbanyak minum air putih, dan terapkan gaya hidup sehat selagi menyusui
Beri anak Anda MPASI yang mengandung gizi seimbang, tinggi kalori, protein, dan antioksidan (termasuk dari daging, telur, unggas, ikan, sayur, buah, bijibijian)
Jaga lingkungan sekitar anak agar bersih, jauh dari orang yang sakit menular
Beri anak imunisasi lengkap dan pastikan ia tidur cukup agar daya tahan tubuhnya prima
Semoga membantu ya..",kesehatananak
"Saya dari ibu bayi usia 3 bulan, Bayi saya, setiap hari selalu saya pakaikan kaos dalam dan celana pendek saja karena kepalanya selalu basah (saya pikir karena kepanasan). Anehnya setiap menyusu dan tidur seperti itu dok berkeringat, apa itu karena kepanasan juga dok?","Kepala bayi berkeringat atau basah saat menyusu dan tidur merupakan hal normal dan wajar ia, karena kelenjar keringat bayi belum optimal serta kelenjar keringat lebih padat dan lebih aktif dibagian kepala, selain itu posisi menyusu yang lama apalagi dekap dengan ibu tentu adanya peningkatan suhu yang memicu keluarnya keringat, saat tidur bayi juga tidak membalikan tubuh sehingga kepala berada di posisi yang sama dalam waktu lama dan bisa menjadi panas yang efeknya akan mengeluarkan keringat.

Jadi kesimpulannya yang dialami oleh bayi bunda ialah hal yang wajar jadi tidak perlu khawatir, ibu bisa lakukan membuat ruangan tempat bayi yang sejuk, gunakan pakain yang longgar. Ibu harus segera ke dokter jika bayi berkeringat berlebihn disertai keluhan rewel sekali, sesak napas, suhu badan sangat tinggi, kejang, tangan dan kaki biru serta sangat dingin.",kesehatananak
"Dok bayi saya usia 5 bulan biasanya sehari sekali BAB, ini sudah 3 hari tidak BAB, dan kaya kesakitan ngeden gitu dok tp gak pup juga. sepertinya sembelit dan kirakira obat sembelit bayi apa ya dok?","Jika bayi BABnya keras dan terjadi kurang dari 2 kali seminggu, maka ia sudah bisa dinyatakan mengalami sembelit (konstipasi). Sembelit ini bisa disebabkan oleh beragam faktor, di antaranya karena peralihan tekstur makanan ke yang lebih padat, kurang minum, diet rendah serat, toilet training yang terlalu dini, radang usus, obstruksi usus, malabsorpsi karbohidrat, gangguan hormon, pengaruh obat, dan sebagainya.

Baiknya, kondisi bayi Anda diatasilah dulu secara mandiri dengan:

Beri bayi Anda HANYA ASI, jangan dulu diberi tambahan susu lain dan MPASI tanpa saran dokter jika usianya belum genap 6 bulan
Susui bayi Anda ASI secara seimbang foremilk dan hindmilknya
Ajak bayi aktif bergerak sesuai kemampuannya
Rajin memijat perut bayi secara lembut, memutar searah jarum jam, sembari gerakkan kaki bayi seakan sedang mengayuh sepeda sembari berbaring
Tidak sembarangan memberi bayi obat dan herba pencahar selain dari dokter
Akan tetapi, jika hingga lebih dari 1 minggu bayi Anda tidak BAB sama sekali, apalagi ia tampak kesulitan buang angin, perutnya buncit atau keras, muncul kolik, mual muntah, enggan menyusu, dan keluhan lain yang berat, artinya Anda tidak boleh tinggal diam. Periksakan segera bayi Anda ke dokter agar diberi penanganan tepat sesuai penyebabnya ya..",kesehatananak
"dok anak saya umur 1 bulan mata nya belekan terus abis di berisihin nanti belekan lg, kenapa ya dok penyebabnya? dan kalo sudah begitu bagaimana cara mengatasinya dok? terimakasih","
Belekan berlebih pada bayi usia 1 bulan biasanya disebabkan oleh saluran kelenjar air mata yang tersumbat. Atau bisa juga, belekan berlebih ini muncul akibat peradangan di mata bayi, misalnya karena kemasukan benda asing, alergi, terpapar iritan, infeksi, atau banyak lagi faktor lainnya. Radang ini bisa terjadi di beragam komponen mata, mulai dari yang terdepan (blefaritis, konjungtivitis), hingga yang lebih dalam (uveitis, keratitis, endoftalmitis).

Saran kami, keluhan bayi Anda jangan dulu diobati sembarangan. Agar membaik, lakukanlah beberapa tips berikut ini:

Bersihkan belek di mata bayi menggunakan tisue bersih, langsung buang setiap habis pakai
Jaga lingkungan sekitar bayi agar bersih, jauh dari asap dan hal yang mungkin membuatnya alergi
Batasi membawa bayi bepergian ke tempat umum
Pijat sisi dalam mata kanan dan kiri bayi, urut ke bawah hingga ke sisi masingmasing rongga hidung kanan dan kiri, lakukan dengan tangan yang bersih
Namun, jika keluhan bayi Anda tidak membaik juga, atau muncul mata merah, berair, bengkak, dan keluhan lain yang berat, segeralah diperiksakan ke dokter ya..",kesehatananak
dok mau bertanya apakah ada cara agar bayi tidak sering pipis dok? mohon penjelasannya terimakasih dokter,"Bayi normalnya akan memproduksi sekitar 0,5 hingga 1 cc urin per kilogram berat badan per jamnya. Jika diratarata, bayi yang normal bisa buang air kecil setidaknya setiap 13 jam sekali. Ketimbang orang dewasa, bayi pun cenderung lebih sensitif dan memproduksi lebih banyak urin jika berada di lingkungan yang dingin. Jadi, sering buang air kecil saat bayi umumnya tidaklah berbahaya.

Anda perlu waspada jika bayi Anda buang air kecil terlalu sering disertai keluhan lainnya, seperti urin berwarna pekat atau berbau menyengat, rewel atau gelisah berlebihan, demam, sering haus, dan sebagainya. Pada kasus seperti ini, bisa jadi keluhannya muncul akibat suatu penyakit, contohnya infeksi saluran kemih, overactive bladder, diabetes, dan sebagainya. Karenanya, ia bisa diperiksakan ke dokter agar dilakukan evaluasi lebih mendalam dan diberikan penanganan yang tepat ya..

Sementara ini, Anda cukup lakukan tips berikut ini:

Rajin mengganti popok bayi setiap kali basah
Susui bayi Anda seringsering
Jangan dulu memberinya susu tambahan selain ASI jika usianya belum genap 12 tahun
Kondisikan lingkungan sekitar bayi agar tidak terlalu dingin
Disiplin menjaga kebersihan organ intim bayi
Tidak memberi bayi sembarang obat atau herbal
Semoga membantu ya..",kesehatananak
"Saya ibu dari bayi usia 7 bulan, kemaren saya ajak bayi saya naik motor keliling komplek, pulang2 muntah nangis2, kayanya karena masuk angin deh dok, cara mengatasi bayi muntah karena masuk angin obatnya apa ya dokter?","Muntahmuntah pada bayi sehabis diajak bepergian dengan sepeda motor bisa disebabkan oleh banyak hal, di antaranya:

Motion sickness (mabuk perjalanan)
Gangguan pencernaan, seperti gastritis, alergi makanan, keracunan makanan, obstruksi usus, gastroenteritis, intoleransi laktosa
Infeksi, misalnya di saluran kemih, infeksi amandel, infeksi telinga, meningitis, ISPA
Faktor lain, seperti cidera kepala, gangguan hati, gangguan saluran empedu, efek samping obat, tumor otak, tersedak, dan sebagainya
Dalam ranah medis, sejatinya tidak dikenal istilah masuk angin. Akan tetapi, jika bayi Anda muntah hanya 12 kali tanpa disertai keluhan lain, besar kemungkinan kondisinya tidaklah berbahaya. Anda sebaiknya tidak panik dulu. Agar tidak berlanjut, cobalah lakukan beberapa tips berikut:

Susui bayi ASI lebih sering
Mulai juga kenalkan padanya MPASI, dimulai dari yang bertekstur lembut dan mudah dicernanya, lantas tingkatkan perlahan teksturnya menjadi lebih padat
Selagi masih muntahmuntah, tidak dulu memberikan bayi MPASI dari bahan yang berkadar gas dan serat tak larut tinggi, tidak juga membiasakan bayi makan MPASI instan atau jajan sembarangan
Sebelum usianya genap 12 tahun, tidak dulu memberi bayi tambahan susu selain ASI tanpa rekomendasi dokter
Jika bayi muntah, posisikan ia miringkan tubuhnya sembari diangkat sedikit kepala hingga dadanya agar tidak tersedak
Tidak sembarangan memberi bayi obat atau herba tanpa saran dokter
Biarkan bayi banyak beristirahat di rumah, sediakan tempat yang nyaman untuknya beristirahat
Apabila muntah berlanjut, apalagi disertai lemas, diare, kolik, demam, dan keluhan lain yang berat, segeralah periksakan bayi Anda ke dokter agar diberikan tatalaksana optimal ya..",kesehatananak
"Alodokter,, Dok kalau bayi setelah menyusu lalu muntah itu kenapa ya? Bayi saya baru berumur 24 hari. Terkadang stelah menyusu dia muntah dan lumayan banyak. Bisa 3 atau 4x. Dan bisa keluar melalui hidung jg. saya harus bagaimana dokter? penangannya seperti apa dokter?","Keluhan yang dialami bayi anda bisa disebut dengan gumoh. Gumoh ialah keluarnya suatu cairan atau susu yang baru saja ditelan dalam istilah medis kondisi ini disebut dengan refluks. Kondisi ini normal dialami bayi karena kerongkongannya yang belum berkembang sepenuhnya dan ukuran lambung bayi juga masih kecil. Kondisi bayi sering gumoh yang tergolong normal ialah :

Bayi tetap mau menyusu
Berat badan bayi masih bertambah sesuai usianya
Bayi tetap terlihat nyaman
Bayi tidak sesak ataupun rewel
Untuk mengatasi gumoh yang sering ada beberapa tips yang bisa ibu lakukan seperti :

Posisikan kepala bayi lebih tegak saat menyusu dan setelahnya
Berikan ASI dengan porsi sedikit tapi lebih sering
Pastikan pula untuk membuat si kecil sendawa setiap habis menyusu di sela waktu menyusu
Jika bayi gumoh pada usia 6 bulan dan terus terjadi hingga usia 1 tahun, terlalu sering memuntahkan susu dan dimuntahkan cukup banyak, cairan yang dimuntahkan berwarna kuning, hijau, ada darah, tidak mau menyusu, demam, tampak sesak, rewel, maka ibu bisa bawa bayi ke dokter anak untuk mendapatkan pemeriksaan dan penanganan lebih lanjut.",kesehatananak
"dok bagaimana ya dok cara mengatasi panas dalam pada bayi? anak saya umur 5 bulan sereing rewel,nangis tersedak, dan suara serak,mohon penjelasannya dok","Dalam istilah medis tidak ada panas dalam, panas dalam kerap dikatakan masyarakat jika bayi mengalami sariawan, demam tidak terlalu tinggi. Untuk kondisi bayi anda rewel, nangis tersedak dan suara serak bisa jadi akibat bayi lapar, kepanasan atau kedinginan, mengalami kolik, dan lainnya sedangkan suara serak bisa jadi akibat anak yang menangis terus menerus, dan nangis tersedak terjadi karena penumpukan lendir dihidung sehingga saluran anpas tidak bisa bekerja maksimal. Jadi ini merupakan proses alami yang dialami bayi ibu.

Yang dicari tahu penyebab ia rewel kenapa, saran saya coba lakukan hal ini :

Periksa apa popok penuh
Oleskan balsem khusus bayi pada bagian perut bayi dan dada
Pastikan ruangan tidak terlalu panas dan dingin
Berikan bayi ASI lebih sering
Peluk bayi dan tenangkan saat ia menangis
Jika bayi mengalami demam, susah bernapas, rewel terus menerus, kebiruan pada mulutnya, tidak mau menyusu maka bawa bayi menemui dokter anak atau ke IGD rumah sakit untuk mendapatkan pemeriksaan dan penanganan lebih lanjut dengan tepat.",kesehatananak
"Ijin bertanya dokter, saya ibu dari bayi usia 2 bulan, bayi saya nafasnya bunyi kalo tidur, dan suka tidak nyenyak menangis terus. seperti hidung tersumbat, namun masalahnya dia tidak pilek, kirakira kenapa ya dokter?","Hidung tersumbat disebabkan penumpukan cairan hidung atau ingus di dalam hidung bayi yang dimana kondisi ini terjadi karena bagian hidung, pembuluh darah dan jaringan hidung yang mengalami pembengkakan saat pilek. Kondisi hidung seperti itulah yang membuat bayi sulit bernapas dan menjadi sangat rewel. Pada tahun pertamanya, bayi biasanya akan lebih mudah terkena pilek atau flu karena sistem daya tahan tubuhnya belum terbentuk dengan baik sehingga sangat mudah terinfeksi virus. Biasanya keluhan ini dapat membaik dengan sendirinya dalam 12 minggu. Untuk meredakan keluhan agar bayi terasa nyaman ada beberapa tips yang bisa dilakukan seperti :

Berikan ASI lebih sering
Oleskan baslem khusus bayi pada bagian dada
Gunakan humidifer atau baut uap hangat dan dekati dengan bayi tapi hatihati airnya tumpah mengenai bayi
Posisikan kepala bayi lebih tinggi saat tidur jadi bisa gunakan bantal
Jika ada tandatanda bayi demam lebih dari 3 hari serta bayi mengalami sesak napas maka ibu bisa bawa bayi ke rumah sakit untuk mendapatkan penanganan lebih lanjut.",kesehatananak
"Dokter, bayi saya usia 11 bulan di kepalanya ada benjolan lunak, saya tekan sepertinya tidak sakit, karena bayi saya tidak memberikan respon menangis. Benjolannya sebesar kelereng. kira2 bahayak benjolan tersebut, dan cara menghilangkannya bagaimana dok?","Benjolan di kepala bayi penyebabnya itu beragam hal seperti :

Pembengkakan kelanjar getah bening
Kista yaitu benjolan berisi cairan
Bisul akibat peradangan pada folikel rambut karena bakteri
dan lainnya
Untuk memastikan penyebab benjolan dialami oleh bayi anda, bisa konsultasi secara langsung ke dokter anak agar diperiksa lebih lanjut dengan begitu dapat dipastikan kemungkinan penyebabnya. Untuk saat ini yang bisa ibu lakukan ialah mengamatai benjolan apakah semakin besar dan menetap dalam waktu lama jika ia sebaiknya temui dokter agar dapat ditangani lebih lanjut. Untuk mencegah keburukan sebaiknya untuk perhatikan anak agar tidak terjatuh, serta hindari penekanan berlebihan pada kepala seperti pengguaan topi atau aksesoris dikepala, bisa kompres air dingin pada benjolan.",kesehatananak
"Bayi saya masih newborn dok usia 5 hari, kenapa menagis terus dan biassanya bayi kan tidur nyenyak trs, ini kenapa malah susah tidur, saya bingung dok harus bagaimana disusuin jg udah dokter,","Bayi baru lahir bisa menangis terus bisa wajar dikarenakan kemampuan adaptasinya yang masih minim dalam menghadapi perubahan jam biologisnya dan kondisi lingkungannya. Selain itu, mungkin juga menangis berlebihan pada bayi yang baru lahir disebabkan oleh rasa tidak nyaman di tubuhnya, misalnya gatal, kolik, nyeri, kembung, mual, dan sebagainya.

Bagi ibu baru, memang kondisi yang bayi Anda alami bisa memicu stres tersendiri. Namun percayalah, asal tidak muncul keluhan lain, seperti muntah, sesak, batuk, demam, dan sebagainya, seringnya kondisi bayi tersebut tidaklah berbahaya. Anda bisa berupaya dulu mengatasinya dengan:

Tenangkan dulu diri Anda, jangan panik
Berkoordinasi dengan pasangan agar lebih ringan tugas Anda mengurus bayi
Kondisikan kamar bayi agar nyaman, hening, sejuk, tidak silau
Kenakan untuk bayi pakaian yang nyaman, jangan terlalu ketat, ganti popoknya setiap kali basah
Lancarkan produksi ASI dengan rajinrajin menyusui bayi, rutin memerah ASI setiap 2 jam sekali, minum cukup air putih, makan makanan bergizi seimbang, dan jangan stres berlebihan
Teratur menyusui bayi (jangan menunggu ia menangis kencang agar tidak menyusu terburuburu), perbaiki perlekatannya saat menyusu, pilih posisi menyusu yang nyaman, usahakan tidak menyusui bayi menggunakan dot beraliran terlalu deras, jangan lupa menyendawakan bayi sehabis menyusu
Tidak sembarangan memberi obat pada bayi selain atas saran dokter
Apabila dengan langkah di atas kondisi bayi Anda belum kunjung membaik, silakan periksakan ia ke dokter ya..",kesehatananak
